Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;RJ;RIO BONITO;POSTO INDIANO LIMITADA; 04.680.091/0001-04;RODOVIA BR 101;S/N;KM 269,5;RIO DOS INDIOS;28800-000;GASOLINA;02/01/2025;5,69;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO INDIANO LIMITADA; 04.680.091/0001-04;RODOVIA BR 101;S/N;KM 269,5;RIO DOS INDIOS;28800-000;DIESEL;02/01/2025;5,84;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO INDIANO LIMITADA; 04.680.091/0001-04;RODOVIA BR 101;S/N;KM 269,5;RIO DOS INDIOS;28800-000;ETANOL;02/01/2025;4,17;;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;POSTO MANÉ GARRINCHA DE BOTAFOGO LTDA.; 07.877.289/0001-70;RUA VOLUNTARIOS DA PATRIA;308;;BOTAFOGO;22270-010;GNV;02/01/2025;4,89;;R$ / m³;RAIZEN
SE;RJ;RIO DE JANEIRO;POSTO MANÉ GARRINCHA DE BOTAFOGO LTDA.; 07.877.289/0001-70;RUA VOLUNTARIOS DA PATRIA;308;;BOTAFOGO;22270-010;GASOLINA;02/01/2025;5,99;;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;POSTO MANÉ GARRINCHA DE BOTAFOGO LTDA.; 07.877.289/0001-70;RUA VOLUNTARIOS DA PATRIA;308;;BOTAFOGO;22270-010;GASOLINA ADITIVADA;02/01/2025;6,39;;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;POSTO MANÉ GARRINCHA DE BOTAFOGO LTDA.; 07.877.289/0001-70;RUA VOLUNTARIOS DA PATRIA;308;;BOTAFOGO;22270-010;ETANOL;02/01/2025;4,49;;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;POSTO DE GASOLINA GASOAL LTDA; 05.159.154/0001-44;RUA VINTE E QUATRO DE MAIO;871;;ENGENHO NOVO;20950-091;GASOLINA;02/01/2025;5,59;;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;POSTO DE GASOLINA GASOAL LTDA; 05.159.154/0001-44;RUA VINTE E QUATRO DE MAIO;871;;ENGENHO NOVO;20950-091;GASOLINA ADITIVADA;02/01/2025;5,69;;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;POSTO DE GASOLINA GASOAL LTDA; 05.159.154/0001-44;RUA VINTE E QUATRO DE MAIO;871;;ENGENHO NOVO;20950-091;DIESEL S10;02/01/2025;5,65;;R$ / litro;BRANCA
SE;RJ;RIO DE JANEIRO;POSTO DE GASOLINA GASOAL LTDA; 05.159.154/0001-44;RUA VINTE E QUATRO DE MAIO;871;;ENGENHO NOVO;20950-091;ETANOL;02/01/2025;4,09;;R$ / litro;BRANCA
