Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;PR;ARAPONGAS;POSTO DE GASOLINA BANDEIRANTES LTDA; 75.400.242/0001-71;RUA DRONGO E CONDOR;SN;;VILA  CASACATA;86701-210;GASOLINA ADITIVADA;02/01/2025;6,19;;R$ / litro;BRANCA
S;PR;ARAPONGAS;POSTO DE GASOLINA BANDEIRANTES LTDA; 75.400.242/0001-71;RUA DRONGO E CONDOR;SN;;VILA  CASACATA;86701-210;DIESEL;02/01/2025;5,95;;R$ / litro;BRANCA
S;PR;ARAPONGAS;POSTO DE GASOLINA BANDEIRANTES LTDA; 75.400.242/0001-71;RUA DRONGO E CONDOR;SN;;VILA  CASACATA;86701-210;ETANOL;02/01/2025;4,09;;R$ / litro;BRANCA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;GASOLINA;02/01/2025;5,99;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;GASOLINA ADITIVADA;02/01/2025;6,29;;R$ / litro;IPIRANGA
S;PR;ARAPONGAS;GONCALES COMERCIO DE COMBUSTIVEIS LTDA.; 03.577.554/0001-44;RUA UIRAPURU;1901;;CENTRO;86701-010;ETANOL;02/01/2025;3,99;;R$ / litro;IPIRANGA
S;PR;ARAUCARIA;POSTO E CHURRASCARIA DE BORTOLI CUPIM LTDA; 78.150.380/0007-23;RODOVIA BR 476;SN;KM 150;THOMAZ COELHO;83707-440;GASOLINA;02/01/2025;6,09;;R$ / litro;VIBRA
S;PR;ARAUCARIA;POSTO E CHURRASCARIA DE BORTOLI CUPIM LTDA; 78.150.380/0007-23;RODOVIA BR 476;SN;KM 150;THOMAZ COELHO;83707-440;GASOLINA ADITIVADA;02/01/2025;6,19;;R$ / litro;VIBRA
S;PR;ARAUCARIA;POSTO E CHURRASCARIA DE BORTOLI CUPIM LTDA; 78.150.380/0007-23;RODOVIA BR 476;SN;KM 150;THOMAZ COELHO;83707-440;DIESEL;02/01/2025;5,69;;R$ / litro;VIBRA
S;PR;ARAUCARIA;POSTO E CHURRASCARIA DE BORTOLI CUPIM LTDA; 78.150.380/0007-23;RODOVIA BR 476;SN;KM 150;THOMAZ COELHO;83707-440;DIESEL S10;02/01/2025;5,79;;R$ / litro;VIBRA
S;PR;ARAUCARIA;POSTO E CHURRASCARIA DE BORTOLI CUPIM LTDA; 78.150.380/0007-23;RODOVIA BR 476;SN;KM 150;THOMAZ COELHO;83707-440;ETANOL;02/01/2025;4,19;;R$ / litro;VIBRA
S;PR;ARAUCARIA;AUTO POSTO FIALLA II LTDA; 81.450.538/0001-08;AVENIDA DOUTOR VICTOR DO AMARAL;563;;CENTRO;83702-040;GASOLINA;02/01/2025;6,35;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA II LTDA; 81.450.538/0001-08;AVENIDA DOUTOR VICTOR DO AMARAL;563;;CENTRO;83702-040;GASOLINA ADITIVADA;02/01/2025;6,45;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA II LTDA; 81.450.538/0001-08;AVENIDA DOUTOR VICTOR DO AMARAL;563;;CENTRO;83702-040;DIESEL S10;02/01/2025;6,39;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA II LTDA; 81.450.538/0001-08;AVENIDA DOUTOR VICTOR DO AMARAL;563;;CENTRO;83702-040;ETANOL;02/01/2025;4,49;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA LTDA; 78.951.779/0001-18;AVENIDA ARCHELAU DE ALMEIDA TORRES;925;;CENTRO;83702-185;GASOLINA;02/01/2025;6,32;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA LTDA; 78.951.779/0001-18;AVENIDA ARCHELAU DE ALMEIDA TORRES;925;;CENTRO;83702-185;GASOLINA ADITIVADA;02/01/2025;6,42;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA LTDA; 78.951.779/0001-18;AVENIDA ARCHELAU DE ALMEIDA TORRES;925;;CENTRO;83702-185;DIESEL S10;02/01/2025;5,99;;R$ / litro;BRANCA
S;PR;ARAUCARIA;AUTO POSTO FIALLA LTDA; 78.951.779/0001-18;AVENIDA ARCHELAU DE ALMEIDA TORRES;925;;CENTRO;83702-185;ETANOL;02/01/2025;4,49;;R$ / litro;BRANCA
S;PR;ARAUCARIA;COMERCIO DE COMBUSTIVEIS ARAUCARIA LTDA; 76.750.397/0001-09;RODOVIA PR-423;3000;KM    2.9;ESTACAO;83705-000;GASOLINA;02/01/2025;6,19;;R$ / litro;STANG
S;PR;ARAUCARIA;COMERCIO DE COMBUSTIVEIS ARAUCARIA LTDA; 76.750.397/0001-09;RODOVIA PR-423;3000;KM    2.9;ESTACAO;83705-000;GASOLINA ADITIVADA;02/01/2025;6,19;;R$ / litro;STANG
S;PR;ARAUCARIA;COMERCIO DE COMBUSTIVEIS ARAUCARIA LTDA; 76.750.397/0001-09;RODOVIA PR-423;3000;KM    2.9;ESTACAO;83705-000;DIESEL;02/01/2025;5,69;;R$ / litro;STANG
S;PR;ARAUCARIA;COMERCIO DE COMBUSTIVEIS ARAUCARIA LTDA; 76.750.397/0001-09;RODOVIA PR-423;3000;KM    2.9;ESTACAO;83705-000;DIESEL S10;02/01/2025;5,79;;R$ / litro;STANG
S;PR;ARAUCARIA;COMERCIO DE COMBUSTIVEIS ARAUCARIA LTDA; 76.750.397/0001-09;RODOVIA PR-423;3000;KM    2.9;ESTACAO;83705-000;ETANOL;02/01/2025;4,19;;R$ / litro;STANG
S;PR;ARAUCARIA;DEHAINI & CIA LTDA; 00.076.498/0001-76;RODOVIA BR 476;5556;;ESTACAO;83705-177;GASOLINA;02/01/2025;6,34;;R$ / litro;RAIZEN
S;PR;ARAUCARIA;DEHAINI & CIA LTDA; 00.076.498/0001-76;RODOVIA BR 476;5556;;ESTACAO;83705-177;ETANOL;02/01/2025;4,49;;R$ / litro;RAIZEN
SE;RJ;ITAPERUNA;POSTO DE GASOLINA TIMBOZAO III LTDA; 32.179.707/0001-01;RUA CORONEL JOSE BASTOS;207;;CASTELO BRANCO;28300-000;GASOLINA;02/01/2025;6,56;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA TIMBOZAO III LTDA; 32.179.707/0001-01;RUA CORONEL JOSE BASTOS;207;;CASTELO BRANCO;28300-000;GASOLINA ADITIVADA;02/01/2025;6,59;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA TIMBOZAO III LTDA; 32.179.707/0001-01;RUA CORONEL JOSE BASTOS;207;;CASTELO BRANCO;28300-000;DIESEL;02/01/2025;6,19;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA TIMBOZAO III LTDA; 32.179.707/0001-01;RUA CORONEL JOSE BASTOS;207;;CASTELO BRANCO;28300-000;DIESEL S10;02/01/2025;6,29;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA TIMBOZAO III LTDA; 32.179.707/0001-01;RUA CORONEL JOSE BASTOS;207;;CASTELO BRANCO;28300-000;ETANOL;02/01/2025;4,56;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA ITAVANA LTDA; 32.179.467/0001-37;RUA CORONEL JOSE BASTOS;894;;AEROPORTO;28300-000;GASOLINA;02/01/2025;6,52;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA ITAVANA LTDA; 32.179.467/0001-37;RUA CORONEL JOSE BASTOS;894;;AEROPORTO;28300-000;GASOLINA ADITIVADA;02/01/2025;6,52;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA ITAVANA LTDA; 32.179.467/0001-37;RUA CORONEL JOSE BASTOS;894;;AEROPORTO;28300-000;DIESEL;02/01/2025;6,15;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA ITAVANA LTDA; 32.179.467/0001-37;RUA CORONEL JOSE BASTOS;894;;AEROPORTO;28300-000;DIESEL S10;02/01/2025;6,25;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO DE GASOLINA ITAVANA LTDA; 32.179.467/0001-37;RUA CORONEL JOSE BASTOS;894;;AEROPORTO;28300-000;ETANOL;02/01/2025;4,52;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO NOVA ITAPERUNA LTDA; 31.536.188/0001-10;AVENIDA PRESIDENTE DUTRA;758;770;PRES COSTA E SILVA;28300-000;GASOLINA;02/01/2025;6,54;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO NOVA ITAPERUNA LTDA; 31.536.188/0001-10;AVENIDA PRESIDENTE DUTRA;758;770;PRES COSTA E SILVA;28300-000;GASOLINA ADITIVADA;02/01/2025;6,59;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO NOVA ITAPERUNA LTDA; 31.536.188/0001-10;AVENIDA PRESIDENTE DUTRA;758;770;PRES COSTA E SILVA;28300-000;DIESEL;02/01/2025;5,99;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO NOVA ITAPERUNA LTDA; 31.536.188/0001-10;AVENIDA PRESIDENTE DUTRA;758;770;PRES COSTA E SILVA;28300-000;DIESEL S10;02/01/2025;6,19;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;POSTO NOVA ITAPERUNA LTDA; 31.536.188/0001-10;AVENIDA PRESIDENTE DUTRA;758;770;PRES COSTA E SILVA;28300-000;ETANOL;02/01/2025;4,54;;R$ / litro;BRANCA
SE;RJ;ITAPERUNA;ITA POSTO DE GASOLINA LTDA; 29.795.721/0001-17;AVENIDA ZULAMITH BITTENCOURT;400;;CIDADE NOVA;28300-000;GASOLINA;02/01/2025;6,56;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;ITA POSTO DE GASOLINA LTDA; 29.795.721/0001-17;AVENIDA ZULAMITH BITTENCOURT;400;;CIDADE NOVA;28300-000;GASOLINA ADITIVADA;02/01/2025;6,76;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;ITA POSTO DE GASOLINA LTDA; 29.795.721/0001-17;AVENIDA ZULAMITH BITTENCOURT;400;;CIDADE NOVA;28300-000;DIESEL;02/01/2025;6,09;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;DISCO COMBUSTIVEIS ITAPERUNA LTDA; 04.642.284/0001-70;RODOVIA BR 356;S/N;KM 01;PRIMEIRO DISTRITO;28300-000;GASOLINA;02/01/2025;6,59;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;DISCO COMBUSTIVEIS ITAPERUNA LTDA; 04.642.284/0001-70;RODOVIA BR 356;S/N;KM 01;PRIMEIRO DISTRITO;28300-000;GASOLINA ADITIVADA;02/01/2025;6,69;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;DISCO COMBUSTIVEIS ITAPERUNA LTDA; 04.642.284/0001-70;RODOVIA BR 356;S/N;KM 01;PRIMEIRO DISTRITO;28300-000;ETANOL;02/01/2025;4,59;;R$ / litro;VIBRA
SE;RJ;ITAPERUNA;AUTO POSTO TIMBOZAO 2000 LTDA; 03.036.364/0001-10;AVENIDA PRESIDENTE DUTRA;1226;;CIDADE NOVA;28300-000;GASOLINA;02/01/2025;6,56;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;AUTO POSTO TIMBOZAO 2000 LTDA; 03.036.364/0001-10;AVENIDA PRESIDENTE DUTRA;1226;;CIDADE NOVA;28300-000;GASOLINA ADITIVADA;02/01/2025;6,59;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;AUTO POSTO TIMBOZAO 2000 LTDA; 03.036.364/0001-10;AVENIDA PRESIDENTE DUTRA;1226;;CIDADE NOVA;28300-000;DIESEL;02/01/2025;6,19;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;AUTO POSTO TIMBOZAO 2000 LTDA; 03.036.364/0001-10;AVENIDA PRESIDENTE DUTRA;1226;;CIDADE NOVA;28300-000;DIESEL S10;02/01/2025;6,29;;R$ / litro;IPIRANGA
SE;RJ;ITAPERUNA;AUTO POSTO TIMBOZAO 2000 LTDA; 03.036.364/0001-10;AVENIDA PRESIDENTE DUTRA;1226;;CIDADE NOVA;28300-000;ETANOL;02/01/2025;4,56;;R$ / litro;IPIRANGA
SE;RJ;MACAE;POSTO CANCELA SERVICOS E COMERCIO LTDA; 28.284.941/0001-13;ESTRADA DA CANCELA PRETA;60;;RIVIERA FLUMINENSE;27937-050;GNV;02/01/2025;5,39;;R$ / m³;RAIZEN
SE;RJ;MACAE;POSTO CANCELA SERVICOS E COMERCIO LTDA; 28.284.941/0001-13;ESTRADA DA CANCELA PRETA;60;;RIVIERA FLUMINENSE;27937-050;GASOLINA;02/01/2025;6,39;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO CANCELA SERVICOS E COMERCIO LTDA; 28.284.941/0001-13;ESTRADA DA CANCELA PRETA;60;;RIVIERA FLUMINENSE;27937-050;GASOLINA ADITIVADA;02/01/2025;6,79;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO CANCELA SERVICOS E COMERCIO LTDA; 28.284.941/0001-13;ESTRADA DA CANCELA PRETA;60;;RIVIERA FLUMINENSE;27937-050;DIESEL;02/01/2025;6,69;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO CANCELA SERVICOS E COMERCIO LTDA; 28.284.941/0001-13;ESTRADA DA CANCELA PRETA;60;;RIVIERA FLUMINENSE;27937-050;ETANOL;02/01/2025;4,69;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO MOREIRA CABRAL LTDA; 05.578.837/0002-17;AVENIDA FABIO FRANCO;420;;VISCONDE DE ARAÚJO;27943-090;GASOLINA;02/01/2025;6,29;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO MOREIRA CABRAL LTDA; 05.578.837/0002-17;AVENIDA FABIO FRANCO;420;;VISCONDE DE ARAÚJO;27943-090;GASOLINA ADITIVADA;02/01/2025;6,39;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO MOREIRA CABRAL LTDA; 05.578.837/0002-17;AVENIDA FABIO FRANCO;420;;VISCONDE DE ARAÚJO;27943-090;DIESEL S10;02/01/2025;6,75;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO MOREIRA CABRAL LTDA; 05.578.837/0002-17;AVENIDA FABIO FRANCO;420;;VISCONDE DE ARAÚJO;27943-090;ETANOL;02/01/2025;4,59;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TITAN DE MACAE LTDA; 05.374.546/0001-26;AVENIDA ALUIZIO DA SILVA GOMES;56;;GLORIA;27930-560;GASOLINA;02/01/2025;6,39;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TITAN DE MACAE LTDA; 05.374.546/0001-26;AVENIDA ALUIZIO DA SILVA GOMES;56;;GLORIA;27930-560;GASOLINA ADITIVADA;02/01/2025;6,59;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TITAN DE MACAE LTDA; 05.374.546/0001-26;AVENIDA ALUIZIO DA SILVA GOMES;56;;GLORIA;27930-560;DIESEL;02/01/2025;6,79;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TITAN DE MACAE LTDA; 05.374.546/0001-26;AVENIDA ALUIZIO DA SILVA GOMES;56;;GLORIA;27930-560;DIESEL S10;02/01/2025;6,89;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TITAN DE MACAE LTDA; 05.374.546/0001-26;AVENIDA ALUIZIO DA SILVA GOMES;56;;GLORIA;27930-560;ETANOL;02/01/2025;4,89;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO SAO JOAO DE MACAE LTDA; 31.507.809/0001-38;RUA JOSE DE AGUIAR FRANCO;270;;COSTA DO SOL;27923-320;GNV;02/01/2025;5,39;;R$ / m³;IPIRANGA
SE;RJ;MACAE;POSTO SAO JOAO DE MACAE LTDA; 31.507.809/0001-38;RUA JOSE DE AGUIAR FRANCO;270;;COSTA DO SOL;27923-320;GASOLINA;02/01/2025;6,29;;R$ / litro;IPIRANGA
SE;RJ;MACAE;POSTO SAO JOAO DE MACAE LTDA; 31.507.809/0001-38;RUA JOSE DE AGUIAR FRANCO;270;;COSTA DO SOL;27923-320;GASOLINA ADITIVADA;02/01/2025;6,39;;R$ / litro;IPIRANGA
SE;RJ;MACAE;POSTO SAO JOAO DE MACAE LTDA; 31.507.809/0001-38;RUA JOSE DE AGUIAR FRANCO;270;;COSTA DO SOL;27923-320;DIESEL S10;02/01/2025;6,59;;R$ / litro;IPIRANGA
SE;RJ;MACAE;POSTO SAO JOAO DE MACAE LTDA; 31.507.809/0001-38;RUA JOSE DE AGUIAR FRANCO;270;;COSTA DO SOL;27923-320;ETANOL;02/01/2025;4,57;;R$ / litro;IPIRANGA
SE;RJ;MACAE;POSTO JOSE BAPTISTA LTDA; 29.701.513/0001-01;PRACA WAHINGTON LUIZ;59;;CENTRO;27901-050;GNV;02/01/2025;5,39;;R$ / m³;VIBRA
SE;RJ;MACAE;POSTO JOSE BAPTISTA LTDA; 29.701.513/0001-01;PRACA WAHINGTON LUIZ;59;;CENTRO;27901-050;GASOLINA;02/01/2025;6,39;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO JOSE BAPTISTA LTDA; 29.701.513/0001-01;PRACA WAHINGTON LUIZ;59;;CENTRO;27901-050;GASOLINA ADITIVADA;02/01/2025;6,52;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO JOSE BAPTISTA LTDA; 29.701.513/0001-01;PRACA WAHINGTON LUIZ;59;;CENTRO;27901-050;DIESEL S10;02/01/2025;6,76;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO JOSE BAPTISTA LTDA; 29.701.513/0001-01;PRACA WAHINGTON LUIZ;59;;CENTRO;27901-050;ETANOL;02/01/2025;4,75;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO TIC TAC DE MACAE LTDA; 27.718.287/0001-46;AVENIDA RUI BARBOSA;1492;;CAJUEIROS;27910-361;GASOLINA;02/01/2025;6,39;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TIC TAC DE MACAE LTDA; 27.718.287/0001-46;AVENIDA RUI BARBOSA;1492;;CAJUEIROS;27910-361;GASOLINA ADITIVADA;02/01/2025;6,69;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;GNV;02/01/2025;5,38;;R$ / m³;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;GASOLINA;02/01/2025;6,28;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;GASOLINA ADITIVADA;02/01/2025;6,68;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;DIESEL;02/01/2025;6,7;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;DIESEL S10;02/01/2025;6,75;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO TREVO LITORAL LTDA; 05.289.050/0001-54;RODOVIA RJ 168;1178;;BOTAFOGO;27901-970;ETANOL;02/01/2025;4,65;;R$ / litro;RAIZEN
SE;RJ;MACAE;POSTO L. V. DE MACAE LTDA; 01.628.568/0001-14;AVENIDA CARLOS AUGUSTO TINOCO GARCIA;1852;;JARDIM SOL Y MAR;27940-370;ETANOL;02/01/2025;4,59;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO L. V. DE MACAE LTDA; 01.628.568/0001-14;AVENIDA CARLOS AUGUSTO TINOCO GARCIA;1852;;JARDIM SOL Y MAR;27940-370;GASOLINA;02/01/2025;6,29;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO L. V. DE MACAE LTDA; 01.628.568/0001-14;AVENIDA CARLOS AUGUSTO TINOCO GARCIA;1852;;JARDIM SOL Y MAR;27940-370;GASOLINA ADITIVADA;02/01/2025;6,39;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO L. V. DE MACAE LTDA; 01.628.568/0001-14;AVENIDA CARLOS AUGUSTO TINOCO GARCIA;1852;;JARDIM SOL Y MAR;27940-370;DIESEL;02/01/2025;6,65;;R$ / litro;VIBRA
SE;RJ;MACAE;POSTO L. V. DE MACAE LTDA; 01.628.568/0001-14;AVENIDA CARLOS AUGUSTO TINOCO GARCIA;1852;;JARDIM SOL Y MAR;27940-370;DIESEL S10;02/01/2025;6,75;;R$ / litro;VIBRA
SE;RJ;BELFORD ROXO;POSTO BOA VIAGEM LTDA; 30.769.681/0001-18;RODOVIA PRESIDENTE DUTRA;S/N;KM    172.5;ROCHA SOBRINHO;26130-250;GNV;02/01/2025;4,98;;R$ / m³;IPIRANGA
SE;RJ;BELFORD ROXO;POSTO BOA VIAGEM LTDA; 30.769.681/0001-18;RODOVIA PRESIDENTE DUTRA;S/N;KM    172.5;ROCHA SOBRINHO;26130-250;GASOLINA;02/01/2025;5,99;;R$ / litro;IPIRANGA
SE;RJ;BELFORD ROXO;POSTO BOA VIAGEM LTDA; 30.769.681/0001-18;RODOVIA PRESIDENTE DUTRA;S/N;KM    172.5;ROCHA SOBRINHO;26130-250;DIESEL;02/01/2025;6,19;;R$ / litro;IPIRANGA
SE;RJ;BELFORD ROXO;POSTO BOA VIAGEM LTDA; 30.769.681/0001-18;RODOVIA PRESIDENTE DUTRA;S/N;KM    172.5;ROCHA SOBRINHO;26130-250;DIESEL S10;02/01/2025;6,19;;R$ / litro;IPIRANGA
SE;RJ;BELFORD ROXO;POSTO BOA VIAGEM LTDA; 30.769.681/0001-18;RODOVIA PRESIDENTE DUTRA;S/N;KM    172.5;ROCHA SOBRINHO;26130-250;ETANOL;02/01/2025;4,49;;R$ / litro;IPIRANGA
SE;RJ;RIO BONITO;AUTO POSTO SAMBE LTDA; 28.942.605/0001-10;AVENIDA MARTINHO ALMEIDA;350;;PRACA CRUZEIRO;28800-000;GASOLINA;02/01/2025;6,18;;R$ / litro;IPIRANGA
SE;RJ;RIO BONITO;AUTO POSTO SAMBE LTDA; 28.942.605/0001-10;AVENIDA MARTINHO ALMEIDA;350;;PRACA CRUZEIRO;28800-000;GASOLINA ADITIVADA;02/01/2025;6,28;;R$ / litro;IPIRANGA
SE;RJ;RIO BONITO;AUTO POSTO SAMBE LTDA; 28.942.605/0001-10;AVENIDA MARTINHO ALMEIDA;350;;PRACA CRUZEIRO;28800-000;DIESEL S10;02/01/2025;6,67;;R$ / litro;IPIRANGA
SE;RJ;RIO BONITO;AUTO POSTO SAMBE LTDA; 28.942.605/0001-10;AVENIDA MARTINHO ALMEIDA;350;;PRACA CRUZEIRO;28800-000;ETANOL;02/01/2025;4,48;;R$ / litro;IPIRANGA
SE;RJ;RIO BONITO;AUTO POSTO FERROVIA EIRELI; 06.226.911/0001-18;RUA ARTHUR BERNARDES;35;;CENTRO;28800-000;GASOLINA;02/01/2025;5,69;;R$ / litro;VIBRA
SE;RJ;RIO BONITO;AUTO POSTO FERROVIA EIRELI; 06.226.911/0001-18;RUA ARTHUR BERNARDES;35;;CENTRO;28800-000;GASOLINA ADITIVADA;02/01/2025;5,69;;R$ / litro;VIBRA
SE;RJ;RIO BONITO;AUTO POSTO FERROVIA EIRELI; 06.226.911/0001-18;RUA ARTHUR BERNARDES;35;;CENTRO;28800-000;DIESEL S10;02/01/2025;5,89;;R$ / litro;VIBRA
SE;RJ;RIO BONITO;AUTO POSTO FERROVIA EIRELI; 06.226.911/0001-18;RUA ARTHUR BERNARDES;35;;CENTRO;28800-000;ETANOL;02/01/2025;4,19;;R$ / litro;VIBRA
SE;RJ;RIO BONITO;POSTO OLIVEIRA LTDA; 28.621.019/0001-74;ESTRADA BR 101;49 50;KM;PRIMEIRO;28800-000;GASOLINA;02/01/2025;6,19;;R$ / litro;RAIZEN
SE;RJ;RIO BONITO;POSTO OLIVEIRA LTDA; 28.621.019/0001-74;ESTRADA BR 101;49 50;KM;PRIMEIRO;28800-000;GASOLINA ADITIVADA;02/01/2025;6,79;;R$ / litro;RAIZEN
SE;RJ;RIO BONITO;POSTO OLIVEIRA LTDA; 28.621.019/0001-74;ESTRADA BR 101;49 50;KM;PRIMEIRO;28800-000;DIESEL;02/01/2025;6,15;;R$ / litro;RAIZEN
SE;RJ;RIO BONITO;POSTO OLIVEIRA LTDA; 28.621.019/0001-74;ESTRADA BR 101;49 50;KM;PRIMEIRO;28800-000;ETANOL;02/01/2025;4,59;;R$ / litro;RAIZEN
SE;RJ;RIO BONITO;POSTO CONTINENTAL DE SERVICOS LTDA; 29.552.916/0001-36;AVENIDA MANOEL DUARTE;495;;CENTRO;28800-000;GASOLINA;02/01/2025;6,02;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO CONTINENTAL DE SERVICOS LTDA; 29.552.916/0001-36;AVENIDA MANOEL DUARTE;495;;CENTRO;28800-000;GASOLINA ADITIVADA;02/01/2025;6,05;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO CONTINENTAL DE SERVICOS LTDA; 29.552.916/0001-36;AVENIDA MANOEL DUARTE;495;;CENTRO;28800-000;DIESEL S10;02/01/2025;6,09;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO CONTINENTAL DE SERVICOS LTDA; 29.552.916/0001-36;AVENIDA MANOEL DUARTE;495;;CENTRO;28800-000;ETANOL;02/01/2025;4,45;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;GNV;02/01/2025;5,59;;R$ / m³;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;GASOLINA;02/01/2025;6,29;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;GASOLINA ADITIVADA;02/01/2025;6,29;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;DIESEL;02/01/2025;6,29;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;DIESEL S10;02/01/2025;6,39;;R$ / litro;BRANCA
SE;RJ;RIO BONITO;POSTO RIO ESTORIL LTDA; 27.188.960/0001-83;RODOVIA BR 101;S/N;KM 264;PRIMEIRO;28800-000;ETANOL;02/01/2025;4,89;;R$ / litro;BRANCA
